date,state_normalized,district_cleaned,demo_age_5_17,demo_age_17_
09-12-2025,MADHYA PRADESH,Jhabua,67,567
09-12-2025,MADHYA PRADESH,Katni,127,543
09-12-2025,MADHYA PRADESH,Khandwa,41,147
09-12-2025,MADHYA PRADESH,Khargone,20,342
09-12-2025,MADHYA PRADESH,Maihar,5,34
09-12-2025,MADHYA PRADESH,Mandla,44,331
09-12-2025,MADHYA PRADESH,Mandsaur,54,284
09-12-2025,MADHYA PRADESH,Mauganj,1,51
09-12-2025,MADHYA PRADESH,Morena,88,488
09-12-2025,MADHYA PRADESH,Narmadapuram,5,73
09-12-2025,MADHYA PRADESH,Narsimhapur,1,52
09-12-2025,MADHYA PRADESH,Narsinghpur,24,158
09-12-2025,MADHYA PRADESH,Neemuch,39,254
09-12-2025,MADHYA PRADESH,Niwari,0,26
09-12-2025,MADHYA PRADESH,Pandhurna,3,14
09-12-2025,MADHYA PRADESH,Panna,39,333
09-12-2025,MADHYA PRADESH,Raisen,35,189
09-12-2025,MADHYA PRADESH,Rajgarh,65,429
09-12-2025,MADHYA PRADESH,Ratlam,60,419
09-12-2025,MADHYA PRADESH,Rewa,76,675
09-12-2025,MADHYA PRADESH,Sagar,80,655
09-12-2025,MADHYA PRADESH,Satna,49,457
09-12-2025,MADHYA PRADESH,Sehore,24,214
09-12-2025,MADHYA PRADESH,Seoni,27,172
09-12-2025,MADHYA PRADESH,Shahdol,44,409
09-12-2025,MADHYA PRADESH,Shajapur,39,333
09-12-2025,MADHYA PRADESH,Sheopur,32,191
09-12-2025,MADHYA PRADESH,Shivpuri,47,584
09-12-2025,MADHYA PRADESH,Sidhi,25,229
09-12-2025,MADHYA PRADESH,Singrauli,57,354
09-12-2025,MADHYA PRADESH,Tikamgarh,53,392
09-12-2025,MADHYA PRADESH,Ujjain,77,464
09-12-2025,MADHYA PRADESH,Umaria,7,125
09-12-2025,MADHYA PRADESH,Vidisha,38,271
09-12-2025,MADHYA PRADESH,West Nimar,1,27
09-12-2025,MAHARASHTRA,Ahilyanagar,2,54
09-12-2025,MAHARASHTRA,Ahmadnagar,101,2139
09-12-2025,MAHARASHTRA,Ahmed Nagar,2,46
09-12-2025,MAHARASHTRA,Akola,30,432
09-12-2025,MAHARASHTRA,Amravati,60,791
09-12-2025,MAHARASHTRA,Aurangabad,92,1342
09-12-2025,MAHARASHTRA,Beed,99,994
09-12-2025,MAHARASHTRA,Bhandara,23,237
09-12-2025,MAHARASHTRA,Bid,2,139
09-12-2025,MAHARASHTRA,Buldana,0,162
09-12-2025,MAHARASHTRA,Buldhana,45,618
09-12-2025,MAHARASHTRA,Chandrapur,39,929
09-12-2025,MAHARASHTRA,Chatrapati Sambhaji Nagar,1,4
09-12-2025,MAHARASHTRA,Chhatrapati Sambhajinagar,20,181
09-12-2025,MAHARASHTRA,Dharashiv,1,32
09-12-2025,MAHARASHTRA,Dhule,43,478
09-12-2025,MAHARASHTRA,Gadchiroli,14,503
09-12-2025,MAHARASHTRA,Gondia,0,18
09-12-2025,MAHARASHTRA,Gondiya,23,515
09-12-2025,MAHARASHTRA,Gondiya *,2,17
09-12-2025,MAHARASHTRA,Hingoli,62,745
09-12-2025,MAHARASHTRA,Jalgaon,86,1323
09-12-2025,MAHARASHTRA,Jalna,51,580
09-12-2025,MAHARASHTRA,Kolhapur,81,1599
09-12-2025,MAHARASHTRA,Latur,94,1059
09-12-2025,MAHARASHTRA,Mumbai,68,1966
09-12-2025,MAHARASHTRA,Mumbai City,50,593
09-12-2025,MAHARASHTRA,Mumbai Suburban,156,1433
09-12-2025,MAHARASHTRA,Mumbai( Sub Urban ),0,65
09-12-2025,MAHARASHTRA,Nagpur,110,1245
09-12-2025,MAHARASHTRA,Nanded,61,1288
09-12-2025,MAHARASHTRA,Nandurbar,18,297
09-12-2025,MAHARASHTRA,Nandurbar *,0,3
09-12-2025,MAHARASHTRA,Nashik,216,2314
09-12-2025,MAHARASHTRA,Osmanabad,25,619
09-12-2025,MAHARASHTRA,Palghar,54,872
09-12-2025,MAHARASHTRA,Parbhani,49,545
09-12-2025,MAHARASHTRA,Pune,263,3418
09-12-2025,MAHARASHTRA,Raigad,26,203
09-12-2025,MAHARASHTRA,Raigarh,26,679
09-12-2025,MAHARASHTRA,Raigarh(MH),0,7
09-12-2025,MAHARASHTRA,Ratnagiri,25,510
09-12-2025,MAHARASHTRA,Sangli,39,828
09-12-2025,MAHARASHTRA,Satara,68,914
09-12-2025,MAHARASHTRA,Sindhudurg,5,239
09-12-2025,MAHARASHTRA,Solapur,90,2000
09-12-2025,MAHARASHTRA,Thane,194,2825
09-12-2025,MAHARASHTRA,Wardha,24,228
09-12-2025,MAHARASHTRA,Washim,13,375
09-12-2025,MAHARASHTRA,Washim *,0,9
09-12-2025,MAHARASHTRA,Yavatmal,71,1870
09-12-2025,MANIPUR,Bishnupur,15,64
09-12-2025,MANIPUR,Chandel,2,11
09-12-2025,MANIPUR,Churachandpur,43,139
09-12-2025,MANIPUR,Imphal East,56,345
09-12-2025,MANIPUR,Imphal West,39,154
09-12-2025,MANIPUR,Jiribam,4,7
09-12-2025,MANIPUR,Kakching,1,7
09-12-2025,MANIPUR,Pherzawl,0,1
09-12-2025,MANIPUR,Senapati,34,132
09-12-2025,MANIPUR,Tamenglong,11,29
09-12-2025,MANIPUR,Thoubal,46,167
09-12-2025,MANIPUR,Ukhrul,1,20
09-12-2025,MEGHALAYA,East Garo Hills,1,43
09-12-2025,MEGHALAYA,East Jaintia Hills,6,25
09-12-2025,MEGHALAYA,East Khasi Hills,26,140
09-12-2025,MEGHALAYA,Eastern West Khasi Hills,2,4
09-12-2025,MEGHALAYA,Jaintia Hills,0,1
09-12-2025,MEGHALAYA,North Garo Hills,1,21
09-12-2025,MEGHALAYA,Ri Bhoi,8,60
09-12-2025,MEGHALAYA,South Garo Hills,1,20
09-12-2025,MEGHALAYA,South West Garo Hills,4,44
09-12-2025,MEGHALAYA,South West Khasi Hills,2,28
09-12-2025,MEGHALAYA,West Garo Hills,8,133
09-12-2025,MEGHALAYA,West Jaintia Hills,5,39
09-12-2025,MEGHALAYA,West Khasi Hills,6,46
09-12-2025,MIZORAM,Aizawl,11,99
09-12-2025,MIZORAM,Champhai,0,15
09-12-2025,MIZORAM,Kolasib,3,26
09-12-2025,MIZORAM,Lawngtlai,1,16
09-12-2025,MIZORAM,Lunglei,2,18
09-12-2025,MIZORAM,Mamit,0,5
09-12-2025,MIZORAM,Mammit,0,3
09-12-2025,MIZORAM,Saiha,1,12
09-12-2025,MIZORAM,Saitual,0,4
09-12-2025,MIZORAM,Serchhip,0,7
09-12-2025,NAGALAND,Chumukedima,1,5
09-12-2025,NAGALAND,Dimapur,13,134
09-12-2025,NAGALAND,Kohima,2,18
09-12-2025,NAGALAND,Meluri,0,2
09-12-2025,NAGALAND,Mokokchung,0,26
09-12-2025,NAGALAND,Mon,14,30
09-12-2025,NAGALAND,Niuland,0,8
09-12-2025,NAGALAND,Noklak,3,7
09-12-2025,NAGALAND,Peren,1,13
09-12-2025,NAGALAND,Phek,4,23
09-12-2025,NAGALAND,Shamator,0,7
09-12-2025,NAGALAND,Tuensang,1,26
09-12-2025,NAGALAND,Wokha,0,46
09-12-2025,NAGALAND,Zunheboto,2,18
09-12-2025,ODISHA,Angul,23,173
09-12-2025,ODISHA,Anugul,0,11
09-12-2025,ODISHA,Balangir,39,270
09-12-2025,ODISHA,Baleshwar,18,82
09-12-2025,ODISHA,Baleswar,51,195
09-12-2025,ODISHA,Bargarh,18,252
09-12-2025,ODISHA,Baudh,3,11
09-12-2025,ODISHA,Bhadrak,66,240
09-12-2025,ODISHA,Boudh,13,66
09-12-2025,ODISHA,Cuttack,49,300
09-12-2025,ODISHA,Debagarh,17,101
09-12-2025,ODISHA,Dhenkanal,35,170
09-12-2025,ODISHA,Gajapati,17,84
09-12-2025,ODISHA,Ganjam,138,646
09-12-2025,ODISHA,JAJPUR,17,110
09-12-2025,ODISHA,Jagatsinghapur,30,105
09-12-2025,ODISHA,Jagatsinghpur,1,59
09-12-2025,ODISHA,Jajapur,38,189
09-12-2025,ODISHA,Jajpur,0,2
09-12-2025,ODISHA,Jharsuguda,21,119
09-12-2025,ODISHA,Kalahandi,38,264
09-12-2025,ODISHA,Kandhamal,17,81
09-12-2025,ODISHA,Kendrapara,47,212
09-12-2025,ODISHA,Kendujhar,46,208
09-12-2025,ODISHA,Khorda,31,165
09-12-2025,ODISHA,Khordha,0,33
09-12-2025,ODISHA,Koraput,54,279
09-12-2025,ODISHA,Malkangiri,12,25
09-12-2025,ODISHA,Mayurbhanj,74,388
09-12-2025,ODISHA,Nabarangapur,23,225
09-12-2025,ODISHA,Nayagarh,15,61
09-12-2025,ODISHA,Nuapada,22,125
09-12-2025,ODISHA,Puri,45,221
09-12-2025,ODISHA,Rayagada,26,221
09-12-2025,ODISHA,Sambalpur,33,221
09-12-2025,ODISHA,Sonapur,10,48
09-12-2025,ODISHA,Subarnapur,1,11
09-12-2025,ODISHA,Sundargarh,2,71
09-12-2025,ODISHA,Sundergarh,13,191
09-12-2025,ODISHA,jajpur,0,1
09-12-2025,Orissa,Anugul,0,3
09-12-2025,Orissa,Balangir,6,58
09-12-2025,Orissa,Baleshwar,0,15
09-12-2025,Orissa,Bargarh,0,4
09-12-2025,Orissa,Bhadrak,5,16
09-12-2025,Orissa,Cuttack,0,16
09-12-2025,Orissa,Dhenkanal,0,3
09-12-2025,Orissa,Gajapati,0,4
09-12-2025,Orissa,Ganjam,4,16
09-12-2025,Orissa,Jagatsinghapur,0,1
09-12-2025,Orissa,Jajapur,0,2
09-12-2025,Orissa,Kalahandi,0,2
09-12-2025,Orissa,Kandhamal,0,1
09-12-2025,Orissa,Kendrapara,0,5
09-12-2025,Orissa,Khordha,1,57
09-12-2025,Orissa,Koraput,0,5
09-12-2025,Orissa,Nayagarh,0,10
09-12-2025,Orissa,Puri,0,23
09-12-2025,Orissa,Rayagada,0,8
09-12-2025,Orissa,Sambalpur,0,3
09-12-2025,Orissa,Sonapur,0,1
09-12-2025,Orissa,Sundargarh,0,3
09-12-2025,PUDUCHERRY,Karaikal,5,37
09-12-2025,PUDUCHERRY,Puducherry,33,147
09-12-2025,PUNJAB,Amritsar,21,468
09-12-2025,PUNJAB,Barnala,1,87
09-12-2025,PUNJAB,Bathinda,16,350
09-12-2025,PUNJAB,Faridkot,2,96
09-12-2025,PUNJAB,Fatehgarh Sahib,0,71
09-12-2025,PUNJAB,Fazilka,3,86
09-12-2025,PUNJAB,Ferozepur,8,122
09-12-2025,PUNJAB,Firozpur,0,46
09-12-2025,PUNJAB,Gurdaspur,8,307
09-12-2025,PUNJAB,Hoshiarpur,6,116
09-12-2025,PUNJAB,Jalandhar,27,392
09-12-2025,PUNJAB,Kapurthala,8,66
09-12-2025,PUNJAB,Ludhiana,33,725
09-12-2025,PUNJAB,Malerkotla,7,54
09-12-2025,PUNJAB,Mansa,4,88
09-12-2025,PUNJAB,Moga,4,277
09-12-2025,PUNJAB,Muktsar,0,32
09-12-2025,PUNJAB,Nawanshahr,0,30
09-12-2025,PUNJAB,Pathankot,9,94
09-12-2025,PUNJAB,Patiala,15,304
09-12-2025,PUNJAB,Rupnagar,3,73
09-12-2025,PUNJAB,S.A.S Nagar(Mohali),1,24
09-12-2025,PUNJAB,SAS Nagar (Mohali),27,311
09-12-2025,PUNJAB,Sangrur,6,280
09-12-2025,PUNJAB,Shaheed Bhagat Singh Nagar,8,45
09-12-2025,PUNJAB,Sri Muktsar Sahib,2,170
09-12-2025,PUNJAB,Tarn Taran,6,162
09-12-2025,Pondicherry,Karaikal,0,3
09-12-2025,Pondicherry,Pondicherry,9,99
09-12-2025,Pondicherry,Yanam,0,2
09-12-2025,RAJASTHAN,Ajmer,61,425
09-12-2025,RAJASTHAN,Alwar,85,684
09-12-2025,RAJASTHAN,Balotra,0,5
09-12-2025,RAJASTHAN,Banswara,28,376
09-12-2025,RAJASTHAN,Baran,18,162
09-12-2025,RAJASTHAN,Barmer,49,312
09-12-2025,RAJASTHAN,Beawar,0,4
09-12-2025,RAJASTHAN,Bharatpur,73,500
09-12-2025,RAJASTHAN,Bhilwara,49,409
09-12-2025,RAJASTHAN,Bikaner,19,193
09-12-2025,RAJASTHAN,Bundi,48,297
09-12-2025,RAJASTHAN,Chittaurgarh,0,1
09-12-2025,RAJASTHAN,Chittorgarh,42,393
09-12-2025,RAJASTHAN,Churu,99,359
09-12-2025,RAJASTHAN,Dausa,50,262
09-12-2025,RAJASTHAN,Deeg,0,1
09-12-2025,RAJASTHAN,Deeg ,3,7
09-12-2025,RAJASTHAN,Dhaulpur,0,14
09-12-2025,RAJASTHAN,Dholpur,24,149
09-12-2025,RAJASTHAN,Didwana-Kuchaman,2,21
09-12-2025,RAJASTHAN,Dungarpur,57,421
09-12-2025,RAJASTHAN,Ganganagar,29,288
09-12-2025,RAJASTHAN,Hanumangarh,5,38
09-12-2025,RAJASTHAN,Jaipur,104,1092
09-12-2025,RAJASTHAN,Jaisalmer,6,56
09-12-2025,RAJASTHAN,Jalor,62,406
09-12-2025,RAJASTHAN,Jalore,0,4
09-12-2025,RAJASTHAN,Jhalawar,32,294
09-12-2025,RAJASTHAN,Jhunjhunu,0,30
09-12-2025,RAJASTHAN,Jhunjhunun,21,198
09-12-2025,RAJASTHAN,Jodhpur,35,228
09-12-2025,RAJASTHAN,Karauli,54,344
09-12-2025,RAJASTHAN,Khairthal-Tijara,6,31
09-12-2025,RAJASTHAN,Kota,57,466
09-12-2025,RAJASTHAN,Kotputli-Behror,2,14
09-12-2025,RAJASTHAN,Nagaur,42,364
09-12-2025,RAJASTHAN,Pali,38,284
09-12-2025,RAJASTHAN,Phalodi,0,1
09-12-2025,RAJASTHAN,Pratapgarh,7,154
09-12-2025,RAJASTHAN,Rajsamand,17,215
09-12-2025,RAJASTHAN,Salumbar,2,2
09-12-2025,RAJASTHAN,Sawai Madhopur,36,264
09-12-2025,RAJASTHAN,Sikar,46,316
09-12-2025,RAJASTHAN,Sirohi,10,118
09-12-2025,RAJASTHAN,Tonk,22,174
09-12-2025,RAJASTHAN,Udaipur,52,380
09-12-2025,SIKKIM,East,2,28
09-12-2025,SIKKIM,East Sikkim,0,10
09-12-2025,SIKKIM,Mangan,0,2
09-12-2025,SIKKIM,South Sikkim,0,10
09-12-2025,SIKKIM,West,0,4
09-12-2025,TAMIL NADU,Ariyalur,14,12
09-12-2025,TAMIL NADU,Chengalpattu,0,4
09-12-2025,TAMIL NADU,Chennai,56,588
09-12-2025,TAMIL NADU,Coimbatore,48,418
09-12-2025,TAMIL NADU,Cuddalore,64,376
09-12-2025,TAMIL NADU,Dharmapuri,20,134
09-12-2025,TAMIL NADU,Dindigul,34,128
09-12-2025,TAMIL NADU,Erode,32,276
09-12-2025,TAMIL NADU,Kallakurichi,4,30
09-12-2025,TAMIL NADU,Kancheepuram,44,380
09-12-2025,TAMIL NADU,Kanniyakumari,20,144
09-12-2025,TAMIL NADU,Kanyakumari,16,26
09-12-2025,TAMIL NADU,Karur,14,146
09-12-2025,TAMIL NADU,Krishnagiri,18,138
09-12-2025,TAMIL NADU,Madurai,84,608
09-12-2025,TAMIL NADU,Mayiladuthurai,4,12
09-12-2025,TAMIL NADU,Nagapattinam,24,248
09-12-2025,TAMIL NADU,Namakkal,32,96
09-12-2025,TAMIL NADU,Perambalur,4,12
09-12-2025,TAMIL NADU,Pudukkottai,22,148
09-12-2025,TAMIL NADU,Ramanathapuram,20,178
09-12-2025,TAMIL NADU,Ranipet,0,4
09-12-2025,TAMIL NADU,Salem,88,288
09-12-2025,TAMIL NADU,Sivaganga,30,168
09-12-2025,TAMIL NADU,Tenkasi,4,6
09-12-2025,TAMIL NADU,Thanjavur,76,354
09-12-2025,TAMIL NADU,The Nilgiris,8,52
09-12-2025,TAMIL NADU,Theni,14,150
09-12-2025,TAMIL NADU,Thiruvallur,0,4
09-12-2025,TAMIL NADU,Thiruvarur,14,136
09-12-2025,TAMIL NADU,Thoothukkudi,40,304
09-12-2025,TAMIL NADU,Tiruchirappalli,42,274
09-12-2025,TAMIL NADU,Tirunelveli,64,346
09-12-2025,TAMIL NADU,Tirupattur,4,26
09-12-2025,TAMIL NADU,Tiruppur,8,140
09-12-2025,TAMIL NADU,Tiruvallur,32,246
09-12-2025,TAMIL NADU,Tiruvannamalai,18,180
09-12-2025,TAMIL NADU,Vellore,68,416
09-12-2025,TAMIL NADU,Villupuram,28,84
09-12-2025,TAMIL NADU,Viluppuram,2,116
09-12-2025,TAMIL NADU,Virudhunagar,48,252
09-12-2025,TELANGANA,Adilabad,22,98
09-12-2025,TELANGANA,Bhadradri Kothagudem,16,152
09-12-2025,TELANGANA,Hanumakonda,4,30
09-12-2025,TELANGANA,Hyderabad,70,538
09-12-2025,TELANGANA,Jagitial,8,18
09-12-2025,TELANGANA,Jangoan,6,34
09-12-2025,TELANGANA,Jayashankar Bhupalpally,6,80
09-12-2025,TELANGANA,K.v. Rangareddy,72,380
09-12-2025,TELANGANA,Kamareddy,6,10
09-12-2025,TELANGANA,Karimnagar,32,310
09-12-2025,TELANGANA,Khammam,18,128
09-12-2025,TELANGANA,Komaram Bheem,0,24
09-12-2025,TELANGANA,Mahabubabad,10,94
09-12-2025,TELANGANA,Mahabubnagar,104,374
09-12-2025,TELANGANA,Mancherial,10,150
09-12-2025,TELANGANA,Medak,6,174
09-12-2025,TELANGANA,Medchal-malkajgiri,58,380
09-12-2025,TELANGANA,Medchal−malkajgiri,2,2
09-12-2025,TELANGANA,Mulugu,0,10
09-12-2025,TELANGANA,Nagarkurnool,6,36
09-12-2025,TELANGANA,Nalgonda,40,190
09-12-2025,TELANGANA,Narayanpet,16,42
09-12-2025,TELANGANA,Nirmal,2,42
09-12-2025,TELANGANA,Nizamabad,36,234
09-12-2025,TELANGANA,Peddapalli,0,30
09-12-2025,TELANGANA,Rajanna Sircilla,4,18
09-12-2025,TELANGANA,Sangareddy,6,78
09-12-2025,TELANGANA,Siddipet,6,82
09-12-2025,TELANGANA,Suryapet,4,70
09-12-2025,TELANGANA,Vikarabad,2,32
09-12-2025,TELANGANA,Wanaparthy,6,12
09-12-2025,TELANGANA,Warangal,19,156
09-12-2025,TELANGANA,Warangal Rural,5,47
09-12-2025,TELANGANA,Warangal Urban,14,82
09-12-2025,TELANGANA,Yadadri.,7,82
09-12-2025,TRIPURA,Dhalai,4,111
09-12-2025,TRIPURA,Dhalai  *,1,4
09-12-2025,TRIPURA,Gomati,3,7
09-12-2025,TRIPURA,Khowai,3,15
09-12-2025,TRIPURA,North Tripura,6,96
09-12-2025,TRIPURA,Sepahijala,10,176
09-12-2025,TRIPURA,South Tripura,25,179
09-12-2025,TRIPURA,Unakoti,11,43
09-12-2025,TRIPURA,West Tripura,9,181
09-12-2025,UTTAR PRADESH,Agra,89,1062
09-12-2025,UTTAR PRADESH,Aligarh,45,460
09-12-2025,UTTAR PRADESH,Allahabad,65,947
09-12-2025,UTTAR PRADESH,Ambedkar Nagar,17,160
09-12-2025,UTTAR PRADESH,Amethi,60,720
09-12-2025,UTTAR PRADESH,Amroha,7,223
09-12-2025,UTTAR PRADESH,Auraiya,14,146
09-12-2025,UTTAR PRADESH,Ayodhya,8,147
09-12-2025,UTTAR PRADESH,Azamgarh,69,1206
09-12-2025,UTTAR PRADESH,Baghpat,56,603
09-12-2025,UTTAR PRADESH,Bahraich,68,1194
09-12-2025,UTTAR PRADESH,Ballia,46,305
09-12-2025,UTTAR PRADESH,Balrampur,16,402
09-12-2025,UTTAR PRADESH,Banda,38,489
09-12-2025,UTTAR PRADESH,Bara Banki,37,611
09-12-2025,UTTAR PRADESH,Barabanki,3,44
09-12-2025,UTTAR PRADESH,Bareilly,68,1013
09-12-2025,UTTAR PRADESH,Basti,59,817
09-12-2025,UTTAR PRADESH,Bhadohi,13,68
09-12-2025,UTTAR PRADESH,Bijnor,76,1140
09-12-2025,UTTAR PRADESH,Budaun,82,1158
09-12-2025,UTTAR PRADESH,Bulandshahar,0,4
09-12-2025,UTTAR PRADESH,Bulandshahr,95,1022
09-12-2025,UTTAR PRADESH,Chandauli,58,624
09-12-2025,UTTAR PRADESH,Chitrakoot,4,100
09-12-2025,UTTAR PRADESH,Deoria,103,944
09-12-2025,UTTAR PRADESH,Etah,16,285
09-12-2025,UTTAR PRADESH,Etawah,60,511
09-12-2025,UTTAR PRADESH,Faizabad,37,482
09-12-2025,UTTAR PRADESH,Farrukhabad,30,441
09-12-2025,UTTAR PRADESH,Fatehpur,29,327
09-12-2025,UTTAR PRADESH,Firozabad,81,813
09-12-2025,UTTAR PRADESH,Gautam Buddha Nagar,29,403
09-12-2025,UTTAR PRADESH,Ghaziabad,64,991
09-12-2025,UTTAR PRADESH,Ghazipur,68,709
09-12-2025,UTTAR PRADESH,Gonda,46,746
09-12-2025,UTTAR PRADESH,Gorakhpur,103,1200
09-12-2025,UTTAR PRADESH,Hamirpur,8,141
09-12-2025,UTTAR PRADESH,Hapur,6,78
09-12-2025,UTTAR PRADESH,Hardoi,40,521
09-12-2025,UTTAR PRADESH,Hathras,41,403
09-12-2025,UTTAR PRADESH,Jalaun,14,254
09-12-2025,UTTAR PRADESH,Jaunpur,92,887
09-12-2025,UTTAR PRADESH,Jhansi,33,562
09-12-2025,UTTAR PRADESH,Jyotiba Phule Nagar,0,8
09-12-2025,UTTAR PRADESH,Kannauj,35,363
09-12-2025,UTTAR PRADESH,Kanpur Dehat,25,367
09-12-2025,UTTAR PRADESH,Kanpur Nagar,41,782
09-12-2025,UTTAR PRADESH,Kasganj,3,115
09-12-2025,UTTAR PRADESH,Kaushambi,70,572
09-12-2025,UTTAR PRADESH,Kheri,95,1216
09-12-2025,UTTAR PRADESH,Kushinagar,67,600
09-12-2025,UTTAR PRADESH,Lalitpur,21,213
09-12-2025,UTTAR PRADESH,Lucknow,58,874
09-12-2025,UTTAR PRADESH,Maharajganj,28,379
09-12-2025,UTTAR PRADESH,Mahoba,8,306
09-12-2025,UTTAR PRADESH,Mainpuri,18,186
09-12-2025,UTTAR PRADESH,Mathura,91,534
09-12-2025,UTTAR PRADESH,Mau,71,683
09-12-2025,UTTAR PRADESH,Meerut,31,378
09-12-2025,UTTAR PRADESH,Mirzapur,32,222
09-12-2025,UTTAR PRADESH,Moradabad,32,671
09-12-2025,UTTAR PRADESH,Muzaffarnagar,105,1257
09-12-2025,UTTAR PRADESH,Pilibhit,20,344
09-12-2025,UTTAR PRADESH,Pratapgarh,49,576
09-12-2025,UTTAR PRADESH,Prayagraj,24,237
09-12-2025,UTTAR PRADESH,Rae Bareli,42,354
09-12-2025,UTTAR PRADESH,Rampur,63,1134
09-12-2025,UTTAR PRADESH,Saharanpur,23,580
09-12-2025,UTTAR PRADESH,Sambhal,79,673
09-12-2025,UTTAR PRADESH,Sant Kabir Nagar,21,265
09-12-2025,UTTAR PRADESH,Sant Ravidas Nagar,60,395
09-12-2025,UTTAR PRADESH,Sant Ravidas Nagar Bhadohi,0,7
09-12-2025,UTTAR PRADESH,Shahjahanpur,52,483
09-12-2025,UTTAR PRADESH,Shamli,10,78
09-12-2025,UTTAR PRADESH,Shrawasti,16,258
09-12-2025,UTTAR PRADESH,Siddharthnagar,67,743
09-12-2025,UTTAR PRADESH,Sitapur,82,1209
09-12-2025,UTTAR PRADESH,Sonbhadra,34,271
09-12-2025,UTTAR PRADESH,Sultanpur,59,688
09-12-2025,UTTAR PRADESH,Unnao,48,727
09-12-2025,UTTAR PRADESH,Varanasi,46,726
09-12-2025,UTTARAKHAND,Almora,24,162
09-12-2025,UTTARAKHAND,Bageshwar,7,30
09-12-2025,UTTARAKHAND,Chamoli,5,90
09-12-2025,UTTARAKHAND,Champawat,2,38
09-12-2025,UTTARAKHAND,Dehradun,41,509
09-12-2025,UTTARAKHAND,Garhwal,0,4
09-12-2025,UTTARAKHAND,Hardwar,0,8
09-12-2025,UTTARAKHAND,Haridwar,23,222
09-12-2025,UTTARAKHAND,Nainital,71,535
09-12-2025,UTTARAKHAND,Pauri Garhwal,12,142
09-12-2025,UTTARAKHAND,Pithoragarh,26,118
09-12-2025,UTTARAKHAND,Rudraprayag,4,75
09-12-2025,UTTARAKHAND,Tehri Garhwal,16,185
09-12-2025,UTTARAKHAND,Udham Singh Nagar,70,582
09-12-2025,UTTARAKHAND,Uttarkashi,14,108
09-12-2025,WEST BENGAL,Alipurduar,4,37
09-12-2025,WEST BENGAL,Bankura,26,344
09-12-2025,WEST BENGAL,Barddhaman,50,1079
09-12-2025,WEST BENGAL,Bardhaman,0,220
09-12-2025,WEST BENGAL,Birbhum,42,643
09-12-2025,WEST BENGAL,Cooch Behar,17,110
09-12-2025,WEST BENGAL,Dakshin Dinajpur,33,366
09-12-2025,WEST BENGAL,Darjeeling,22,388
09-12-2025,WEST BENGAL,Darjiling,4,109
09-12-2025,WEST BENGAL,East Midnapore,7,247
09-12-2025,WEST BENGAL,Haora,5,223
09-12-2025,WEST BENGAL,Hooghly,51,1049
09-12-2025,WEST BENGAL,Howrah,40,369
09-12-2025,WEST BENGAL,Hugli,0,15
09-12-2025,WEST BENGAL,Jalpaiguri,35,684
09-12-2025,WEST BENGAL,Jhargram,2,26
09-12-2025,WEST BENGAL,Kalimpong,2,40
09-12-2025,WEST BENGAL,Koch Bihar,2,187
09-12-2025,WEST BENGAL,Kolkata,29,655
09-12-2025,WEST BENGAL,MALDA,0,2
09-12-2025,WEST BENGAL,Malda,72,789
09-12-2025,WEST BENGAL,Maldah,0,72
09-12-2025,WEST BENGAL,Medinipur,0,4
09-12-2025,WEST BENGAL,Murshidabad,86,905
09-12-2025,WEST BENGAL,Nadia,64,715
09-12-2025,WEST BENGAL,North 24 Parganas,72,1553
09-12-2025,WEST BENGAL,North Dinajpur,0,7
09-12-2025,WEST BENGAL,North Twenty Four Parganas,0,103
09-12-2025,WEST BENGAL,Paschim Bardhaman,5,92
09-12-2025,WEST BENGAL,Paschim Medinipur,81,809
09-12-2025,WEST BENGAL,Purba Bardhaman,4,49
09-12-2025,WEST BENGAL,Purba Medinipur,44,334
09-12-2025,WEST BENGAL,Purulia,0,10
09-12-2025,WEST BENGAL,Puruliya,46,384
09-12-2025,WEST BENGAL,South 24 Parganas,80,1071
09-12-2025,WEST BENGAL,South Dinajpur,0,38
09-12-2025,WEST BENGAL,South Twenty Four Parganas,3,233
09-12-2025,WEST BENGAL,Uttar Dinajpur,35,513
09-12-2025,WEST BENGAL,West Midnapore,9,232
09-12-2025,West Bangal,Hooghly,0,1
09-12-2025,Westbengal,Hooghly,0,3
10-09-2025,ANDAMAN AND NICOBAR ISLANDS,North And Middle Andaman,0,3
10-09-2025,ANDAMAN AND NICOBAR ISLANDS,South Andaman,0,16
10-09-2025,ANDHRA PRADESH,Adilabad,11,200
10-09-2025,ANDHRA PRADESH,Alluri Sitharama Raju,6,22
10-09-2025,ANDHRA PRADESH,Anakapalli,5,30
10-09-2025,ANDHRA PRADESH,Anantapur,18,129
10-09-2025,ANDHRA PRADESH,Ananthapur,11,43
10-09-2025,ANDHRA PRADESH,Ananthapuramu,33,66
10-09-2025,ANDHRA PRADESH,Annamayya,14,87
10-09-2025,ANDHRA PRADESH,Bapatla,4,25
10-09-2025,ANDHRA PRADESH,Chittoor,47,296
10-09-2025,ANDHRA PRADESH,Cuddapah,18,188
10-09-2025,ANDHRA PRADESH,Dr. B. R. Ambedkar Konaseema,3,33
10-09-2025,ANDHRA PRADESH,East Godavari,60,447
10-09-2025,ANDHRA PRADESH,Eluru,11,36
10-09-2025,ANDHRA PRADESH,Guntur,51,529
10-09-2025,ANDHRA PRADESH,Hyderabad,9,156
10-09-2025,ANDHRA PRADESH,K.V.Rangareddy,0,4
