state_normalized,district_cleaned,enrol_child,enrol_youth,enrol_adult,demo_child,demo_youth,demo_adult,bio_child,bio_youth,bio_adult,total_enrolment,total_updates,update_intensity,youth_pressure,adult_pressure,biometric_ratio,upi,pressure_level
UTTAR PRADESH,Baghpat,3482,3203,154,0,5208,49700,0,37736,20293,6839,112937,16.51125731,0.380244028,0.619747118,0.513812888,0.347854008,MODERATE
UTTAR PRADESH,Bagpat,0,1,0,0,2,8,0,2,6,1,18,9,0.210526316,0.736842105,0.421052632,0.262145917,MODERATE
UTTAR PRADESH,Bahraich,14674,22360,2304,0,10401,119296,0,131149,49929,39338,310775,7.899921198,0.455472752,0.54452403,0.582664041,0.377710342,MODERATE
UTTAR PRADESH,Ballia,4079,5860,37,0,12808,92140,0,77756,55249,9976,237953,23.85015536,0.380594569,0.619401229,0.558952571,0.365188112,MODERATE
UTTAR PRADESH,Balrampur,4181,7907,236,0,5318,72758,0,66623,35489,12324,180188,14.61971602,0.399253007,0.600741444,0.56669386,0.363481426,MODERATE
UTTAR PRADESH,Banda,4825,5563,203,0,5285,64150,0,58396,34095,10591,161926,15.28757553,0.393269807,0.606724018,0.571189487,0.36328187,MODERATE
UTTAR PRADESH,Bara Banki,5776,3218,92,0,8729,101238,0,114423,50819,9086,275209,30.28601299,0.44748374,0.552512627,0.600421496,0.401415283,MODERATE
UTTAR PRADESH,Barabanki,1401,922,52,0,161,4799,0,789,3435,2375,9184,3.865319865,0.103429505,0.896461622,0.45988024,0.237709408,LOW
UTTAR PRADESH,Bareilly,17187,10017,607,0,21442,220300,0,166397,68411,27811,476550,17.13469006,0.394163479,0.605834423,0.492723759,0.348148314,MODERATE
UTTAR PRADESH,Basti,4823,5216,80,0,8964,75846,0,69272,39929,10119,194011,19.17104743,0.403253407,0.596741439,0.562856937,0.368405149,MODERATE
UTTAR PRADESH,Bhadohi,265,277,4,0,1463,10317,0,3621,2919,546,18320,33.49177331,0.27749577,0.722449648,0.356967414,0.298458559,MODERATE
UTTAR PRADESH,Bijnor,12935,3843,73,0,17345,209514,0,143040,74008,16851,443907,26.34150249,0.361302342,0.638695405,0.48894816,0.346306236,MODERATE
UTTAR PRADESH,Budaun,7773,7407,349,0,14396,156943,0,77268,33050,15529,281657,18.13631681,0.325444333,0.674552116,0.39167359,0.305657701,MODERATE
UTTAR PRADESH,Bulandshahar,115,70,0,0,28,635,0,61,159,185,883,4.747311828,0.100678733,0.898190045,0.248868778,0.191247294,LOW
UTTAR PRADESH,Bulandshahr,9155,7521,209,0,18691,156066,0,133979,46853,16885,355589,21.05821391,0.429342782,0.570654405,0.508540735,0.36641994,MODERATE
UTTAR PRADESH,Chandauli,4405,4986,175,0,10053,83550,0,61634,28910,9566,184147,19.24814466,0.389290136,0.610704433,0.491691466,0.348515313,MODERATE
UTTAR PRADESH,Chitrakoot,2951,2436,14,0,3931,40615,0,42495,20237,5401,107278,19.85894113,0.43275944,0.567231238,0.584755637,0.383037473,MODERATE
UTTAR PRADESH,Deoria,4700,5443,114,0,12422,96829,0,78834,59779,10257,247864,24.16299474,0.368168156,0.631827809,0.559227805,0.361712963,MODERATE
UTTAR PRADESH,Etah,6760,4345,159,0,6180,55711,0,63551,23878,11264,149320,13.25521527,0.466987229,0.533006074,0.58551041,0.387228976,MODERATE
UTTAR PRADESH,Etawah,4173,2865,116,0,6640,55440,0,51467,27628,7154,141175,19.73095737,0.411592622,0.588400295,0.560258118,0.370972443,MODERATE
UTTAR PRADESH,Faizabad,4052,2871,3,0,6794,63185,0,65237,29679,6926,164895,23.80467735,0.436826848,0.563167087,0.575611294,0.386212955,MODERATE
UTTAR PRADESH,Farrukhabad,2844,2944,82,0,6288,63850,0,55262,21934,5870,147334,25.09521376,0.417755455,0.582237757,0.523948824,0.370236314,MODERATE
UTTAR PRADESH,Fatehpur,6526,5582,225,0,9425,97695,0,71340,46574,12333,225034,18.24501378,0.358899727,0.64109583,0.523980714,0.345206962,MODERATE
UTTAR PRADESH,Firozabad,7250,4926,124,0,11620,127581,0,81603,32164,12300,252968,20.56483213,0.36851551,0.631480537,0.449727042,0.334169482,MODERATE
UTTAR PRADESH,Gautam Buddha Nagar,9002,9318,637,0,15292,138699,0,49113,40326,18957,243430,12.8404895,0.264571891,0.735424001,0.367410067,0.27620968,MODERATE
UTTAR PRADESH,Ghaziabad,11984,10693,393,0,20582,219179,0,103385,88637,23070,431783,18.71540029,0.2871042,0.712893484,0.444717729,0.306025049,MODERATE
UTTAR PRADESH,Ghazipur,4323,6894,71,0,16498,111342,0,91279,54413,11288,273532,24.22995837,0.394018272,0.605978072,0.532630432,0.363935568,MODERATE
UTTAR PRADESH,Gonda,7445,7494,328,0,10986,114930,0,99643,52432,15267,277991,18.2074273,0.397957495,0.602038908,0.547048116,0.36233184,MODERATE
UTTAR PRADESH,Gorakhpur,7454,12090,425,0,18079,140786,0,81386,96778,19969,337029,16.87676515,0.295122096,0.704874937,0.528629499,0.325123383,MODERATE
UTTAR PRADESH,Hamirpur,2040,1398,27,0,2986,39454,0,36831,17856,3465,97127,28.02279284,0.40994358,0.590046125,0.563040524,0.37932383,MODERATE
UTTAR PRADESH,Hapur,4450,2771,41,0,4518,39764,0,39349,17406,7262,101037,13.91119372,0.434163384,0.565826719,0.561719353,0.372489989,MODERATE
UTTAR PRADESH,Hardoi,12591,12290,312,0,11832,132119,0,150577,54520,25193,349048,13.85440978,0.465289974,0.534707161,0.587587989,0.38775684,MODERATE
UTTAR PRADESH,Hathras,3815,2596,82,0,5978,54680,0,60241,20163,6493,141062,21.72189714,0.469428553,0.530564358,0.56998646,0.392996759,MODERATE
UTTAR PRADESH,Jalaun,2791,2641,125,0,4466,56207,0,46744,27938,5557,135355,24.3531846,0.378335648,0.621656964,0.551745028,0.363404622,MODERATE
UTTAR PRADESH,Jaunpur,5400,10237,216,0,19038,136703,0,109148,73932,15853,338821,21.37132585,0.378328444,0.621668605,0.540342717,0.357929328,MODERATE
UTTAR PRADESH,Jhansi,4570,2519,71,0,5591,66250,0,68211,43794,7160,183846,25.67323,0.401431625,0.598562935,0.609229414,0.384504695,MODERATE
UTTAR PRADESH,Jyotiba Phule Nagar,61,23,0,0,6,599,0,20,157,84,782,9.2,0.033205619,0.965517241,0.22605364,0.169759602,LOW
UTTAR PRADESH,Kannauj,3083,3455,100,0,6283,53404,0,49715,21938,6638,131340,19.78309986,0.426355822,0.573636564,0.545549371,0.372361327,MODERATE
UTTAR PRADESH,Kanpur Dehat,4032,3802,183,0,7310,64779,0,53708,21918,8017,147715,18.42292342,0.413076444,0.586916786,0.511968913,0.359515241,MODERATE
UTTAR PRADESH,Kanpur Nagar,11427,12606,675,0,13567,156558,0,92823,88615,24708,351563,14.2281355,0.302619153,0.697378002,0.516088109,0.322051989,MODERATE
UTTAR PRADESH,Kasganj,3206,2977,158,0,4352,45355,0,51039,23480,6341,124226,19.58782718,0.445885355,0.554106595,0.599861544,0.390151961,MODERATE
UTTAR PRADESH,Kaushambi,4356,3038,69,0,8798,68214,0,74241,23354,7463,174607,23.39322079,0.475573857,0.524420416,0.558937735,0.394133599,MODERATE
UTTAR PRADESH,Kheri,11282,12841,455,0,12160,170938,0,139638,50425,24578,373161,15.18210668,0.406788473,0.593208848,0.509331068,0.35376448,MODERATE
UTTAR PRADESH,Kushi Nagar,779,777,14,0,0,0,0,0,0,1570,0,0,0,0,0,0,LOW
UTTAR PRADESH,Kushinagar,4449,6132,30,0,18705,148550,0,81324,66502,10611,315081,29.69101018,0.317469738,0.682527088,0.469166757,0.331720944,MODERATE
UTTAR PRADESH,Kushinagar *,5,1,0,0,6,134,0,39,40,6,219,31.28571429,0.204545455,0.790909091,0.359090909,0.273693894,MODERATE
UTTAR PRADESH,Lalitpur,3376,1305,72,0,4072,42730,0,45154,30366,4753,122322,25.73033235,0.402426363,0.597565462,0.61738185,0.386661279,MODERATE
UTTAR PRADESH,Lucknow,13739,11321,454,0,15779,193697,0,123838,93552,25514,426866,16.73000196,0.327073772,0.672923885,0.509268695,0.330613025,MODERATE
UTTAR PRADESH,Maharajganj,6132,11265,474,0,11712,97186,0,58855,44246,17871,211999,11.86207475,0.332863208,0.667132075,0.486325472,0.32251792,MODERATE
UTTAR PRADESH,Mahoba,1979,1029,12,0,2633,29671,0,31178,15161,3020,78643,26.03210857,0.429924724,0.57006256,0.589224861,0.389284455,MODERATE
UTTAR PRADESH,Mahrajganj,10,9,0,0,7,37,0,11,14,19,69,3.45,0.257142857,0.728571429,0.357142857,0.260870021,MODERATE
UTTAR PRADESH,Mainpuri,5056,6483,187,0,6552,62889,0,47533,26258,11726,143232,12.21386544,0.37760153,0.622391488,0.515181557,0.343060988,MODERATE
UTTAR PRADESH,Mathura,5851,5766,129,0,11308,97981,0,79993,39424,11746,228706,19.46931131,0.399205096,0.600790531,0.522139681,0.358498158,MODERATE
UTTAR PRADESH,Mau,2590,4942,47,0,9992,77708,0,46911,40950,7579,175561,23.16108179,0.324119115,0.675875189,0.500455679,0.334159771,MODERATE
UTTAR PRADESH,Meerut,14177,9598,252,0,13508,153711,0,109237,64415,24027,340871,14.18640752,0.360091178,0.639905888,0.509434626,0.338339986,MODERATE
UTTAR PRADESH,Mirzapur,3536,4101,8,0,8758,78518,0,73940,34252,7645,195468,25.56473973,0.423074759,0.576920125,0.553499532,0.378846333,MODERATE
UTTAR PRADESH,Moradabad,15196,6131,218,0,13369,150136,0,101759,58715,21545,323979,15.03661933,0.355355269,0.644641645,0.495320699,0.334617254,MODERATE
UTTAR PRADESH,Muzaffarnagar,7250,4575,124,0,12022,123611,0,113738,56113,11949,305484,25.56351464,0.411673241,0.588323486,0.556004386,0.375866257,MODERATE
UTTAR PRADESH,Pilibhit,8791,4631,213,0,11012,125251,0,94560,41070,13635,271893,19.93935172,0.388283669,0.611712653,0.498834104,0.350461792,MODERATE
UTTAR PRADESH,Pratapgarh,5866,4386,56,0,10372,94358,0,78855,53105,10308,236690,22.95954991,0.376976733,0.623019042,0.557520142,0.36286705,MODERATE
UTTAR PRADESH,Prayagraj,1428,1255,182,0,3121,25906,0,10696,9527,2865,49250,17.18422889,0.280542527,0.719437169,0.410610952,0.294970883,MODERATE
UTTAR PRADESH,Rae Bareli,5812,3875,42,0,10271,97982,0,83330,45408,9729,236991,24.35673176,0.39495426,0.60504152,0.543216649,0.366678507,MODERATE
UTTAR PRADESH,Raebareli,0,3,0,0,1,13,0,3,6,3,23,5.75,0.166666667,0.791666667,0.375,0.236315509,LOW
UTTAR PRADESH,Rampur,12051,7757,302,0,12350,143168,0,83353,41589,20110,280460,13.94560191,0.34123461,0.658761824,0.445487964,0.318205792,MODERATE
UTTAR PRADESH,Saharanpur,13708,5359,99,0,13397,154417,0,114742,75974,19166,358530,18.70558773,0.357400057,0.642597153,0.531937266,0.346950177,MODERATE
UTTAR PRADESH,Sambhal,4744,3816,117,0,8117,91472,0,78323,25024,8677,202936,23.38511178,0.425944998,0.574050075,0.509256567,0.367840522,MODERATE
UTTAR PRADESH,Sant Kabir Nagar,2789,3343,37,0,7684,71522,0,53729,36811,6169,169746,27.51150729,0.361791372,0.638202737,0.533382033,0.357389023,MODERATE
UTTAR PRADESH,Sant Ravidas Nagar,1869,2547,4,0,5889,43274,0,44701,23372,4420,117236,26.51798236,0.43151906,0.568472411,0.580644336,0.388375711,MODERATE
UTTAR PRADESH,Sant Ravidas Nagar Bhadohi,37,47,0,0,20,277,0,47,63,84,407,4.788235294,0.164215686,0.833333333,0.269607843,0.215383636,LOW
UTTAR PRADESH,Shahjahanpur,12811,11033,447,0,13197,136275,0,114767,39721,24291,303960,12.5127614,0.420988219,0.579008491,0.508249414,0.35526652,MODERATE
UTTAR PRADESH,Shamli,5530,2613,57,0,7228,68386,0,65022,38112,8200,178748,21.79587855,0.404198065,0.59579634,0.576976654,0.374413159,MODERATE
UTTAR PRADESH,Shravasti,867,1570,98,0,0,0,0,0,0,2535,0,0,0,0,0,0,LOW
UTTAR PRADESH,Shrawasti,1816,3151,150,0,4345,58376,0,35921,20643,5117,119285,23.30695584,0.337558473,0.662433144,0.474188086,0.332690973,MODERATE
UTTAR PRADESH,Siddharth Nagar,1603,2586,152,0,0,0,0,0,0,4341,0,0,0,0,0,0,LOW
UTTAR PRADESH,Siddharthnagar,4875,8739,399,0,9289,84354,0,65033,42247,14013,200923,14.33730555,0.369901057,0.630093966,0.533933228,0.346912208,MODERATE
UTTAR PRADESH,Sitapur,16237,13869,748,0,12130,157192,0,200310,64001,30854,433633,14.05389726,0.489906234,0.51009146,0.609525545,0.400398435,MODERATE
UTTAR PRADESH,Sonbhadra,2998,2023,13,0,6874,65203,0,72009,31746,5034,175832,34.92194638,0.448624547,0.551369766,0.590076948,0.404107148,MODERATE
UTTAR PRADESH,Sultanpur,5465,5837,132,0,9519,73102,0,60800,37665,11434,181086,15.83611718,0.388316113,0.611678365,0.543744167,0.356261084,MODERATE
UTTAR PRADESH,Unnao,9838,8943,367,0,9141,115402,0,92856,53534,19148,270933,14.14867617,0.376464379,0.62353193,0.540316092,0.35015961,MODERATE
UTTAR PRADESH,Varanasi,9479,13404,451,0,15174,144324,0,102481,79930,23334,341909,14.65219627,0.344111023,0.655886052,0.533505893,0.339147756,MODERATE
UTTARAKHAND,Almora,1228,131,8,0,1843,13943,0,16853,15555,1367,48194,35.22953216,0.387924059,0.612055192,0.6724349,0.403724261,MODERATE
UTTARAKHAND,Bageshwar,675,65,2,0,934,5994,0,8018,13477,742,28423,38.25437416,0.314945117,0.685019702,0.756227132,0.402559316,MODERATE
UTTARAKHAND,Chamoli,1006,77,7,0,1179,10611,0,13657,14745,1090,40192,36.8395967,0.369119001,0.630856119,0.70664046,0.407023415,MODERATE
UTTARAKHAND,Champawat,769,96,1,0,1372,11133,0,11728,11486,866,35719,41.19838524,0.366741321,0.633230683,0.649888018,0.398148647,MODERATE
UTTARAKHAND,Dehradun,7797,1554,134,0,7573,75049,0,65769,63511,9485,211902,22.33839342,0.346111192,0.653884088,0.610090466,0.364249775,MODERATE
UTTARAKHAND,Garhwal,52,4,0,0,16,388,0,30,306,56,740,12.98245614,0.062078273,0.9365722,0.453441296,0.232439287,LOW
UTTARAKHAND,Hardwar,118,28,0,0,32,1155,0,196,699,146,2082,14.16326531,0.109457513,0.89006241,0.429668747,0.243143685,LOW
UTTARAKHAND,Haridwar,4688,1215,52,0,6779,62121,0,88084,46552,5955,203536,34.17327065,0.466072508,0.533922579,0.661481696,0.424460181,MODERATE
UTTARAKHAND,Nainital,3417,458,76,0,6093,43007,0,37930,31431,3951,118461,29.97494939,0.371621279,0.628370279,0.585512654,0.374342579,MODERATE
UTTARAKHAND,Pauri Garhwal,1677,165,14,0,2138,18992,0,24167,19592,1856,64889,34.94291869,0.405378333,0.594606257,0.674356603,0.409265517,MODERATE
UTTARAKHAND,Pithoragarh,1065,146,9,0,1538,13164,0,15610,14573,1220,44885,36.76085176,0.382034487,0.617943234,0.67243684,0.403424949,MODERATE
UTTARAKHAND,Rudraprayag,874,82,0,0,830,7004,0,11684,12494,956,32012,33.45036573,0.390903695,0.609065067,0.755255677,0.421081214,MODERATE
UTTARAKHAND,Tehri Garhwal,2444,324,13,0,2715,23151,0,27362,29919,2781,83147,29.88749101,0.361728484,0.638259489,0.688904123,0.393920395,MODERATE
UTTARAKHAND,Udham Singh Nagar,5092,985,18,0,15488,119374,0,89690,55177,6095,279729,45.88730315,0.375998284,0.623998141,0.517881529,0.376664424,MODERATE
UTTARAKHAND,Uttarkashi,978,149,5,0,1396,8625,0,13663,10805,1132,34489,30.44042365,0.43661931,0.563351696,0.709423021,0.422163991,MODERATE
WEST BENGAL,24 Paraganas North,3177,2458,512,0,0,0,0,0,0,6147,0,0,0,0,0,0,LOW
WEST BENGAL,24 Paraganas South,364,104,22,0,0,0,0,0,0,490,0,0,0,0,0,0,LOW
WEST BENGAL,Alipurduar,1521,1714,438,0,1375,9459,0,3735,3890,3673,18459,5.024224279,0.276814735,0.723131094,0.413055255,0.282251232,MODERATE
WEST BENGAL,Bankura,9083,2122,150,0,9441,136386,0,53009,55040,11355,253876,22.35611131,0.245985261,0.754010801,0.425595859,0.292714514,MODERATE
WEST BENGAL,Barddhaman,12816,3006,14,0,9917,160484,0,78501,102625,15836,351527,22.19656501,0.251524772,0.748472383,0.515253408,0.313979557,MODERATE
WEST BENGAL,Bardhaman,1345,428,3,0,305,22944,0,2974,11201,1776,37424,21.06021384,0.08761523,0.912358049,0.378757515,0.232098649,LOW
WEST BENGAL,Birbhum,13361,2041,107,0,11252,140111,0,47630,62564,15509,261557,16.86376531,0.225120241,0.774875936,0.421298527,0.279845488,MODERATE
WEST BENGAL,Burdwan,2,0,0,0,0,0,0,1,4,2,5,1.666666667,0.166666667,0.666666667,0.833333333,0.320409271,MODERATE
WEST BENGAL,Cooch Behar,7262,3220,246,0,10291,112568,0,20061,25103,10728,168023,15.66063939,0.180640861,0.819353188,0.268794934,0.231354504,LOW
WEST BENGAL,Coochbehar,2140,2087,183,0,0,0,0,0,0,4410,0,0,0,0,0,0,LOW
WEST BENGAL,Dakshin Dinajpur,5358,1069,99,0,4998,79280,0,21351,23308,6526,128937,19.75440478,0.204354031,0.795638214,0.346360266,0.259819438,MODERATE
WEST BENGAL,Darjeeling,3967,2579,773,0,2757,50880,0,13781,26321,7319,93739,12.80587432,0.176424152,0.82356518,0.427800299,0.262161063,MODERATE
WEST BENGAL,Darjiling,535,189,2,0,58,8213,0,541,2045,726,10857,14.93397524,0.055166697,0.944741205,0.238165408,0.185045582,LOW
WEST BENGAL,Dinajpur Dakshin,707,256,34,0,0,0,0,0,0,997,0,0,0,0,0,0,LOW
WEST BENGAL,Dinajpur Uttar,6478,4859,334,0,0,0,0,0,0,11671,0,0,0,0,0,0,LOW
WEST BENGAL,East Midnapore,1796,318,4,0,653,24594,0,7721,18977,2118,51945,24.51392166,0.161205868,0.838774882,0.513956801,0.288037901,MODERATE
WEST BENGAL,East Midnapur,1,0,0,0,2,18,0,0,13,1,33,16.5,0.058823529,0.911764706,0.382352941,0.21647727,LOW
WEST BENGAL,Haora,1943,917,2,0,354,39541,0,5290,22465,2862,67650,23.62906043,0.083428183,0.916557035,0.410267402,0.240286288,LOW
WEST BENGAL,Hawrah,3,3,0,0,0,32,0,3,10,6,45,6.428571429,0.065217391,0.913043478,0.282608696,0.18728241,LOW
WEST BENGAL,Hooghiy,1,0,0,0,1,31,0,1,6,1,39,19.5,0.05,0.925,0.175,0.171594411,LOW
WEST BENGAL,Hooghly,11154,3862,342,0,9402,172538,0,70341,90459,15358,342740,22.3152549,0.232662564,0.767334518,0.469158928,0.298125696,MODERATE
WEST BENGAL,Howrah,8139,3125,146,0,6395,101389,0,43102,56262,11410,207148,18.15336079,0.238943949,0.761051224,0.479674051,0.298240361,MODERATE
WEST BENGAL,Hugli,148,46,0,0,16,1248,0,97,342,194,1703,8.733333333,0.066314554,0.933098592,0.257629108,0.186555639,LOW
WEST BENGAL,Jalpaiguri,5674,4442,538,0,8504,179007,0,32134,48509,10654,268154,25.16696387,0.15154668,0.848449591,0.300732785,0.238827486,LOW
WEST BENGAL,Jhargram,741,171,50,0,835,6423,0,1747,2259,962,11264,11.69678089,0.229205504,0.770705726,0.355614736,0.261521568,MODERATE
WEST BENGAL,Kalimpong,176,184,153,0,204,2177,0,442,281,513,3104,6.038910506,0.20805153,0.791626409,0.232850242,0.222333089,LOW
WEST BENGAL,Koch Bihar,2227,1111,10,0,427,70660,0,2719,10482,3348,84288,25.16810988,0.037323969,0.962664167,0.156615929,0.171786724,LOW
WEST BENGAL,Kolkata,5028,4611,723,0,3616,102883,0,26756,64256,10362,197511,19.05924925,0.153772935,0.846222002,0.460792256,0.268623941,MODERATE
WEST BENGAL,MALDA,14,1,0,0,3,85,0,6,35,15,129,8.0625,0.069230769,0.923076923,0.315384615,0.198770953,LOW
WEST BENGAL,Malda,11775,3956,84,0,17474,178906,0,38434,56884,15815,291698,18.44322205,0.191663324,0.808333248,0.326768347,0.250279693,MODERATE
WEST BENGAL,Maldah,1190,566,0,0,568,21998,0,3369,10807,1756,36742,20.91178145,0.107149661,0.892823123,0.385814985,0.239549741,LOW
WEST BENGAL,Medinipur,26,3,0,0,11,167,0,24,51,29,253,8.433333333,0.137795276,0.858267717,0.295275591,0.216324023,LOW
WEST BENGAL,Medinipur West,325,300,20,0,0,0,0,0,0,645,0,0,0,0,0,0,LOW
WEST BENGAL,Murshidabad,31442,4383,86,0,31110,340843,0,90308,128771,35911,591032,16.4577857,0.205433538,0.79456477,0.37067135,0.262218154,MODERATE
WEST BENGAL,Nadia,13249,3624,843,0,9451,182892,0,51700,76101,17716,320144,18.06987639,0.191010323,0.808986553,0.399197239,0.2656276,MODERATE
WEST BENGAL,North 24 Parganas,21517,5741,1348,0,15020,275457,0,96368,127542,28606,514387,17.98115846,0.216544709,0.783453347,0.43529398,0.281379229,MODERATE
WEST BENGAL,North Dinajpur,263,79,0,0,86,4815,0,205,990,342,6096,17.77259475,0.047728391,0.952107594,0.195998032,0.176290742,LOW
WEST BENGAL,North Twenty Four Parganas,1226,399,2,0,279,19456,0,2855,11798,1627,34388,21.12285012,0.091133793,0.908837128,0.426095554,0.243655987,LOW
WEST BENGAL,Paschim Bardhaman,865,318,93,0,1400,15281,0,3659,6446,1276,26786,20.97572435,0.188860268,0.8111024,0.377235226,0.263022182,MODERATE
WEST BENGAL,Paschim Medinipur,14240,3695,150,0,14645,199535,0,69346,79404,18085,362930,20.06690258,0.231424155,0.76857309,0.409857521,0.282469361,MODERATE
WEST BENGAL,Purba Bardhaman,2523,390,128,0,2464,21987,0,5236,7609,3041,37296,12.26035503,0.206450921,0.793522267,0.344397673,0.252578482,MODERATE
WEST BENGAL,Purba Medinipur,12954,1310,58,0,9860,93569,0,61435,69921,14322,234785,16.39216645,0.303659503,0.696336238,0.559471178,0.334063767,MODERATE
WEST BENGAL,Purulia,539,243,1,0,385,6924,0,979,2896,783,11184,14.26530612,0.121949039,0.877961556,0.346446133,0.228857468,LOW
WEST BENGAL,Puruliya,9674,3412,133,0,12343,142695,0,36223,55873,13219,247134,18.69394856,0.196516074,0.803479879,0.372654622,0.262118266,MODERATE
WEST BENGAL,South 24 Pargana,1,1,0,0,2,15,0,1,2,2,20,6.666666667,0.142857143,0.80952381,0.142857143,0.178226632,LOW
WEST BENGAL,South 24 Parganas,25039,8197,304,0,27728,373435,0,102759,121867,33540,625789,18.65743419,0.208515636,0.791482766,0.35894789,0.262783937,MODERATE
WEST BENGAL,South 24 parganas,2,0,0,0,0,24,0,0,5,2,29,9.666666667,0,0.966666667,0.166666667,0.143659522,LOW
WEST BENGAL,South Dinajpur,375,71,0,0,79,6740,0,554,1571,446,8944,20.00894855,0.070765791,0.929122415,0.237562884,0.19479002,LOW
WEST BENGAL,South Twenty Four Parganas,2978,1125,4,0,814,41252,0,7977,25405,4107,75448,18.3661149,0.116515792,0.883470954,0.442444565,0.252366172,MODERATE
WEST BENGAL,Uttar Dinajpur,18397,8127,368,0,17577,252655,0,32722,59034,26892,361988,13.46030566,0.138951736,0.861045501,0.253477316,0.212892213,LOW
WEST BENGAL,West Medinipur,1,1,0,0,0,12,0,1,3,2,16,5.333333333,0.058823529,0.882352941,0.235294118,0.170075676,LOW
WEST BENGAL,West Midnapore,1647,540,3,0,455,30225,0,4390,14588,2190,49658,22.66453674,0.097565396,0.902414467,0.382166375,0.237525358,LOW
WESTBENGAL,HOOGHLY,1,0,0,0,0,57,0,5,7,1,69,34.5,0.071428571,0.914285714,0.171428571,0.193448131,LOW
West Bangal,Hooghly,5,1,0,0,1,92,0,10,24,6,127,18.14285714,0.0859375,0.90625,0.265625,0.203022799,LOW
West Bangal,Howrah,2,2,0,0,3,48,0,5,14,4,70,14,0.112676056,0.873239437,0.267605634,0.206981645,LOW
Westbengal,Hooghly,3,3,0,0,0,87,0,2,14,6,103,14.71428571,0.019230769,0.971153846,0.153846154,0.154207105,LOW
