date,state_normalized,district_cleaned,age_0_5,age_5_17,age_18_greater
12-09-2025,ANDHRA PRADESH,Sri Sathya Sai,14,3,2
12-09-2025,ANDHRA PRADESH,Srikakulam,43,2,0
12-09-2025,ANDHRA PRADESH,Tirupati,19,8,0
12-09-2025,ANDHRA PRADESH,Visakhapatnam,90,13,0
12-09-2025,ANDHRA PRADESH,Vizianagaram,57,0,0
12-09-2025,ANDHRA PRADESH,Warangal,16,10,0
12-09-2025,ANDHRA PRADESH,West Godavari,94,3,0
12-09-2025,ANDHRA PRADESH,Y. S. R,12,2,0
12-09-2025,ARUNACHAL PRADESH,Changlang,8,2,0
12-09-2025,ARUNACHAL PRADESH,East Kameng,0,2,0
12-09-2025,ARUNACHAL PRADESH,East Siang,1,0,0
12-09-2025,ARUNACHAL PRADESH,Kurung Kumey,0,1,0
12-09-2025,ARUNACHAL PRADESH,Lohit,2,3,0
12-09-2025,ARUNACHAL PRADESH,Longding,2,8,0
12-09-2025,ARUNACHAL PRADESH,Lower Dibang Valley,2,2,0
12-09-2025,ARUNACHAL PRADESH,Lower Subansiri,0,1,0
12-09-2025,ARUNACHAL PRADESH,Namsai,3,1,0
12-09-2025,ARUNACHAL PRADESH,Papum Pare,5,6,0
12-09-2025,ARUNACHAL PRADESH,Siang,1,2,0
12-09-2025,ARUNACHAL PRADESH,Tirap,1,0,0
12-09-2025,ARUNACHAL PRADESH,Upper Siang,0,1,0
12-09-2025,ARUNACHAL PRADESH,Upper Subansiri,1,0,0
12-09-2025,ARUNACHAL PRADESH,West Kameng,3,3,0
12-09-2025,ARUNACHAL PRADESH,West Siang,3,1,0
12-09-2025,ASSAM,Bajali,1,2,0
12-09-2025,ASSAM,Baksa,24,9,0
12-09-2025,ASSAM,Barpeta,110,33,2
12-09-2025,ASSAM,Biswanath,14,9,0
12-09-2025,ASSAM,Bongaigaon,34,9,1
12-09-2025,ASSAM,Cachar,92,28,1
12-09-2025,ASSAM,Charaideo,7,3,0
12-09-2025,ASSAM,Chirang,23,9,0
12-09-2025,ASSAM,Darrang,57,30,0
12-09-2025,ASSAM,Dhemaji,37,10,3
12-09-2025,ASSAM,Dhubri,99,31,2
12-09-2025,ASSAM,Dibrugarh,45,13,3
12-09-2025,ASSAM,Goalpara,34,11,0
12-09-2025,ASSAM,Golaghat,45,14,2
12-09-2025,ASSAM,Hailakandi,15,7,0
12-09-2025,ASSAM,Hojai,24,9,0
12-09-2025,ASSAM,Jorhat,37,14,0
12-09-2025,ASSAM,Kamrup,70,26,0
12-09-2025,ASSAM,Kamrup Metro,25,34,0
12-09-2025,ASSAM,Karbi Anglong,47,24,11
12-09-2025,ASSAM,Karimganj,73,18,0
12-09-2025,ASSAM,Kokrajhar,23,13,1
12-09-2025,ASSAM,Lakhimpur,51,28,0
12-09-2025,ASSAM,Majuli,1,1,0
12-09-2025,ASSAM,Marigaon,20,7,0
12-09-2025,ASSAM,Nagaon,105,32,0
12-09-2025,ASSAM,Nalbari,29,13,0
12-09-2025,ASSAM,North Cachar Hills,4,1,0
12-09-2025,ASSAM,Sibsagar,10,4,0
12-09-2025,ASSAM,Sonitpur,58,32,0
12-09-2025,ASSAM,South Salmara Mankachar,16,6,1
12-09-2025,ASSAM,Sribhumi,3,1,0
12-09-2025,ASSAM,Tinsukia,28,28,0
12-09-2025,ASSAM,Udalguri,44,12,0
12-09-2025,ASSAM,West Karbi Anglong,2,4,16
12-09-2025,BIHAR,Araria,133,73,0
12-09-2025,BIHAR,Arwal,17,51,0
12-09-2025,BIHAR,Aurangabad,43,85,0
12-09-2025,BIHAR,Aurangabad(bh),0,1,0
12-09-2025,BIHAR,Banka,79,60,0
12-09-2025,BIHAR,Begusarai,104,63,0
12-09-2025,BIHAR,Bhagalpur,75,101,0
12-09-2025,BIHAR,Bhojpur,24,123,0
12-09-2025,BIHAR,Buxar,30,81,0
12-09-2025,BIHAR,Darbhanga,152,108,0
12-09-2025,BIHAR,East Champaran,125,269,5
12-09-2025,BIHAR,Gaya,73,219,4
12-09-2025,BIHAR,Gopalganj,71,118,0
12-09-2025,BIHAR,Jamui,49,46,0
12-09-2025,BIHAR,Jehanabad,11,43,0
12-09-2025,BIHAR,Kaimur (Bhabua),43,95,0
12-09-2025,BIHAR,Katihar,135,112,0
12-09-2025,BIHAR,Khagaria,73,101,0
12-09-2025,BIHAR,Kishanganj,108,23,0
12-09-2025,BIHAR,Lakhisarai,34,32,0
12-09-2025,BIHAR,Madhepura,67,54,2
12-09-2025,BIHAR,Madhubani,168,126,2
12-09-2025,BIHAR,Monghyr,1,0,0
12-09-2025,BIHAR,Munger,40,38,1
12-09-2025,BIHAR,Muzaffarpur,157,131,0
12-09-2025,BIHAR,Nalanda,50,140,0
12-09-2025,BIHAR,Nawada,43,197,1
12-09-2025,BIHAR,Pashchim Champaran,2,0,0
12-09-2025,BIHAR,Patna,81,226,1
12-09-2025,BIHAR,Purba Champaran,1,2,0
12-09-2025,BIHAR,Purnea,2,4,0
12-09-2025,BIHAR,Purnia,141,121,0
12-09-2025,BIHAR,Rohtas,53,91,0
12-09-2025,BIHAR,Saharsa,101,89,3
12-09-2025,BIHAR,Samastipur,189,126,3
12-09-2025,BIHAR,Saran,102,218,2
12-09-2025,BIHAR,Sheikhpura,32,53,0
12-09-2025,BIHAR,Sheohar,25,27,1
12-09-2025,BIHAR,Sitamarhi,120,123,3
12-09-2025,BIHAR,Siwan,83,122,0
12-09-2025,BIHAR,Supaul,42,44,5
12-09-2025,BIHAR,Vaishali,167,212,0
12-09-2025,BIHAR,West Champaran,123,153,3
12-09-2025,CHANDIGARH,Chandigarh,34,2,0
12-09-2025,CHHATTISGARH,Balod,28,2,0
12-09-2025,CHHATTISGARH,Baloda Bazar,75,7,1
12-09-2025,CHHATTISGARH,Balrampur,59,22,0
12-09-2025,CHHATTISGARH,Bastar,32,18,1
12-09-2025,CHHATTISGARH,Bemetara,35,4,0
12-09-2025,CHHATTISGARH,Bijapur,37,22,10
12-09-2025,CHHATTISGARH,Bilaspur,136,27,0
12-09-2025,CHHATTISGARH,Dakshin Bastar Dantewada,2,0,0
12-09-2025,CHHATTISGARH,Dantewada,4,2,0
12-09-2025,CHHATTISGARH,Dhamtari,28,0,0
12-09-2025,CHHATTISGARH,Durg,70,12,0
12-09-2025,CHHATTISGARH,Gariyaband,20,9,0
12-09-2025,CHHATTISGARH,Gaurela-pendra-marwahi,2,0,0
12-09-2025,CHHATTISGARH,Janjgir - Champa,3,0,0
12-09-2025,CHHATTISGARH,Janjgir-Champa,101,17,0
12-09-2025,CHHATTISGARH,Jashpur,42,9,0
12-09-2025,CHHATTISGARH,Kabeerdham,17,2,0
12-09-2025,CHHATTISGARH,Kanker,38,5,0
12-09-2025,CHHATTISGARH,Kawardha,29,3,0
12-09-2025,CHHATTISGARH,Khairagarh Chhuikhadan Gandai,1,1,0
12-09-2025,CHHATTISGARH,Kondagaon,48,12,0
12-09-2025,CHHATTISGARH,Korba,78,9,0
12-09-2025,CHHATTISGARH,Koriya,47,15,0
12-09-2025,CHHATTISGARH,Mahasamund,51,11,1
12-09-2025,CHHATTISGARH,Manendragarh–Chirmiri–Bharatpur,2,1,0
12-09-2025,CHHATTISGARH,Mohla-Manpur-Ambagarh Chouki,4,1,0
12-09-2025,CHHATTISGARH,Mungeli,51,6,0
12-09-2025,CHHATTISGARH,Narayanpur,8,4,0
12-09-2025,CHHATTISGARH,Raigarh,54,7,0
12-09-2025,CHHATTISGARH,Raipur,128,7,0
12-09-2025,CHHATTISGARH,Rajnandgaon,40,8,0
12-09-2025,CHHATTISGARH,Sakti,4,1,0
12-09-2025,CHHATTISGARH,Sarangarh-Bilaigarh,2,0,0
12-09-2025,CHHATTISGARH,Sukma,3,9,3
12-09-2025,CHHATTISGARH,Surajpur,54,17,0
12-09-2025,CHHATTISGARH,Surguja,68,14,0
12-09-2025,CHHATTISGARH,Uttar Bastar Kanker,11,0,0
12-09-2025,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra And Nagar Haveli,2,1,1
12-09-2025,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Diu,1,0,0
12-09-2025,DELHI,Central Delhi,31,9,0
12-09-2025,DELHI,East Delhi,56,15,0
12-09-2025,DELHI,Najafgarh,0,2,0
12-09-2025,DELHI,New Delhi,2,2,0
12-09-2025,DELHI,North Delhi,23,8,0
12-09-2025,DELHI,North East,20,2,0
12-09-2025,DELHI,North East Delhi,53,22,0
12-09-2025,DELHI,North West Delhi,136,43,5
12-09-2025,DELHI,Shahdara,7,3,0
12-09-2025,DELHI,South Delhi,106,31,3
12-09-2025,DELHI,South East Delhi,4,0,0
12-09-2025,DELHI,South West Delhi,111,35,3
12-09-2025,DELHI,West Delhi,105,28,2
12-09-2025,Dadra and Nagar Haveli,Dadra and Nagar Haveli,17,2,0
12-09-2025,Daman & Diu,Diu,2,0,0
12-09-2025,Daman and Diu,Diu,2,0,0
12-09-2025,GOA,North Goa,18,2,3
12-09-2025,GOA,South Goa,17,5,1
12-09-2025,GUJARAT,Ahmadabad,13,9,0
12-09-2025,GUJARAT,Ahmedabad,192,116,6
12-09-2025,GUJARAT,Amreli,42,11,1
12-09-2025,GUJARAT,Anand,92,15,2
12-09-2025,GUJARAT,Arvalli,33,2,0
12-09-2025,GUJARAT,Banas Kantha,5,1,0
12-09-2025,GUJARAT,Banaskantha,121,95,9
12-09-2025,GUJARAT,Bharuch,79,8,0
12-09-2025,GUJARAT,Bhavnagar,163,31,6
12-09-2025,GUJARAT,Botad,33,1,0
12-09-2025,GUJARAT,Chhotaudepur,4,12,1
12-09-2025,GUJARAT,Dahod,77,70,3
12-09-2025,GUJARAT,Devbhumi Dwarka,40,8,1
12-09-2025,GUJARAT,Dohad,26,15,0
12-09-2025,GUJARAT,Gandhinagar,52,13,0
12-09-2025,GUJARAT,Gir Somnath,47,6,1
12-09-2025,GUJARAT,Jamnagar,69,13,0
12-09-2025,GUJARAT,Junagadh,95,13,0
12-09-2025,GUJARAT,Kachchh,72,35,4
12-09-2025,GUJARAT,Kheda,87,28,9
12-09-2025,GUJARAT,Mahesana,90,22,2
12-09-2025,GUJARAT,Mahisagar,31,2,2
12-09-2025,GUJARAT,Morbi,37,8,4
12-09-2025,GUJARAT,Narmada,25,1,0
12-09-2025,GUJARAT,Navsari,46,5,0
12-09-2025,GUJARAT,Panchmahals,107,22,6
12-09-2025,GUJARAT,Patan,105,21,5
12-09-2025,GUJARAT,Porbandar,29,5,1
12-09-2025,GUJARAT,Rajkot,125,40,5
12-09-2025,GUJARAT,Sabar Kantha,2,0,0
12-09-2025,GUJARAT,Sabarkantha,73,32,1
12-09-2025,GUJARAT,Surat,232,82,0
12-09-2025,GUJARAT,Surendra Nagar,121,30,3
12-09-2025,GUJARAT,Surendranagar,1,0,0
12-09-2025,GUJARAT,Tapi,47,8,0
12-09-2025,GUJARAT,The Dangs,19,7,0
12-09-2025,GUJARAT,Vadodara,123,43,5
12-09-2025,GUJARAT,Valsad,84,24,3
12-09-2025,HARYANA,Ambala,42,1,0
12-09-2025,HARYANA,Bhiwani,53,5,0
12-09-2025,HARYANA,Charkhi Dadri,10,0,0
12-09-2025,HARYANA,Faridabad,90,23,2
12-09-2025,HARYANA,Fatehabad,28,1,0
12-09-2025,HARYANA,Gurgaon,66,15,5
12-09-2025,HARYANA,Hisar,79,5,0
12-09-2025,HARYANA,Jhajjar,50,2,0
12-09-2025,HARYANA,Jind,66,2,0
12-09-2025,HARYANA,Kaithal,65,4,0
12-09-2025,HARYANA,Karnal,87,1,0
12-09-2025,HARYANA,Kurukshetra,30,2,0
12-09-2025,HARYANA,Mahendragarh,44,3,0
12-09-2025,HARYANA,Mewat,24,4,0
12-09-2025,HARYANA,Palwal,54,6,0
12-09-2025,HARYANA,Panchkula,22,3,0
12-09-2025,HARYANA,Panipat,51,4,1
12-09-2025,HARYANA,Rewari,32,5,0
12-09-2025,HARYANA,Rohtak,61,1,0
12-09-2025,HARYANA,Sirsa,40,3,0
12-09-2025,HARYANA,Sonipat,69,4,0
12-09-2025,HARYANA,Yamuna Nagar,55,2,0
12-09-2025,HIMACHAL PRADESH,Bilaspur,13,0,0
12-09-2025,HIMACHAL PRADESH,Chamba,17,1,0
12-09-2025,HIMACHAL PRADESH,Hamirpur,16,0,0
12-09-2025,HIMACHAL PRADESH,Kangra,56,2,0
12-09-2025,HIMACHAL PRADESH,Kinnaur,2,0,0
12-09-2025,HIMACHAL PRADESH,Kullu,6,0,1
12-09-2025,HIMACHAL PRADESH,Lahul And Spiti,2,0,0
12-09-2025,HIMACHAL PRADESH,Mandi,39,0,0
12-09-2025,HIMACHAL PRADESH,Shimla,24,1,0
12-09-2025,HIMACHAL PRADESH,Sirmaur,35,1,0
12-09-2025,HIMACHAL PRADESH,Solan,18,5,0
12-09-2025,HIMACHAL PRADESH,Una,16,0,0
12-09-2025,JAMMU AND KASHMIR,Anantnag,5,1,0
12-09-2025,JAMMU AND KASHMIR,Badgam,7,0,0
12-09-2025,JAMMU AND KASHMIR,Bandipore,2,0,0
12-09-2025,JAMMU AND KASHMIR,Baramula,5,0,0
12-09-2025,JAMMU AND KASHMIR,Budgam,4,0,0
12-09-2025,JAMMU AND KASHMIR,Doda,4,2,0
12-09-2025,JAMMU AND KASHMIR,Ganderbal,4,0,0
12-09-2025,JAMMU AND KASHMIR,Jammu,49,9,0
12-09-2025,JAMMU AND KASHMIR,Kargil,2,2,0
12-09-2025,JAMMU AND KASHMIR,Kathua,14,1,0
12-09-2025,JAMMU AND KASHMIR,Kishtwar,8,1,0
12-09-2025,JAMMU AND KASHMIR,Kupwara,6,1,0
12-09-2025,JAMMU AND KASHMIR,Leh,2,0,1
12-09-2025,JAMMU AND KASHMIR,Pulwama,1,0,0
12-09-2025,JAMMU AND KASHMIR,Punch,19,9,0
12-09-2025,JAMMU AND KASHMIR,Rajouri,5,2,0
12-09-2025,JAMMU AND KASHMIR,Ramban,7,6,0
12-09-2025,JAMMU AND KASHMIR,Reasi,4,3,0
12-09-2025,JAMMU AND KASHMIR,Samba,2,1,0
12-09-2025,JAMMU AND KASHMIR,Shupiyan,1,0,0
12-09-2025,JAMMU AND KASHMIR,Srinagar,14,0,0
12-09-2025,JAMMU AND KASHMIR,Udhampur,9,2,0
12-09-2025,JHARKHAND,Bokaro,58,63,0
12-09-2025,JHARKHAND,Chatra,52,32,0
12-09-2025,JHARKHAND,Deoghar,52,61,0
12-09-2025,JHARKHAND,Dhanbad,126,80,0
12-09-2025,JHARKHAND,Dumka,24,44,1
12-09-2025,JHARKHAND,East Singhbhum,78,36,0
12-09-2025,JHARKHAND,Garhwa,80,34,0
12-09-2025,JHARKHAND,Garhwa *,0,1,0
12-09-2025,JHARKHAND,Giridih,116,109,0
12-09-2025,JHARKHAND,Godda,46,47,0
12-09-2025,JHARKHAND,Gumla,87,40,0
12-09-2025,JHARKHAND,Hazaribag,12,3,0
12-09-2025,JHARKHAND,Hazaribagh,76,49,0
12-09-2025,JHARKHAND,Jamtara,49,22,0
12-09-2025,JHARKHAND,Khunti,18,20,0
12-09-2025,JHARKHAND,Kodarma,1,0,0
12-09-2025,JHARKHAND,Koderma,40,23,0
12-09-2025,JHARKHAND,Latehar,46,26,0
12-09-2025,JHARKHAND,Lohardaga,27,18,0
12-09-2025,JHARKHAND,Pakaur,2,1,0
12-09-2025,JHARKHAND,Pakur,43,37,0
12-09-2025,JHARKHAND,Palamau,5,0,0
12-09-2025,JHARKHAND,Palamu,119,39,1
12-09-2025,JHARKHAND,Pashchimi Singhbhum,6,8,1
12-09-2025,JHARKHAND,Purbi Singhbhum,19,3,0
12-09-2025,JHARKHAND,Ramgarh,33,17,0
12-09-2025,JHARKHAND,Ranchi,83,37,0
12-09-2025,JHARKHAND,Sahebganj,68,47,0
12-09-2025,JHARKHAND,Sahibganj,1,5,0
12-09-2025,JHARKHAND,Seraikela-Kharsawan,47,22,0
12-09-2025,JHARKHAND,Seraikela-kharsawan,9,6,0
12-09-2025,JHARKHAND,Simdega,37,15,0
12-09-2025,JHARKHAND,West Singhbhum,63,28,2
12-09-2025,KARNATAKA,Bagalkot,107,15,1
12-09-2025,KARNATAKA,Bagalkot *,4,0,0
12-09-2025,KARNATAKA,Ballari,43,8,0
12-09-2025,KARNATAKA,Bangalore,69,13,0
12-09-2025,KARNATAKA,Bangalore Rural,41,2,1
12-09-2025,KARNATAKA,Belagavi,146,10,2
12-09-2025,KARNATAKA,Belgaum,132,15,0
12-09-2025,KARNATAKA,Bellary,79,13,0
12-09-2025,KARNATAKA,Bengaluru,171,32,41
12-09-2025,KARNATAKA,Bidar,77,21,0
12-09-2025,KARNATAKA,Bijapur,77,16,0
12-09-2025,KARNATAKA,Chamarajanagar,2,0,0
12-09-2025,KARNATAKA,Chamarajanagar *,2,0,0
12-09-2025,KARNATAKA,Chamrajanagar,30,11,1
12-09-2025,KARNATAKA,Chamrajnagar,4,0,0
12-09-2025,KARNATAKA,Chickmagalur,21,4,0
12-09-2025,KARNATAKA,Chikkaballapur,54,1,0
12-09-2025,KARNATAKA,Chikkamagaluru,19,2,1
12-09-2025,KARNATAKA,Chikmagalur,4,0,0
12-09-2025,KARNATAKA,Chitradurga,43,2,0
12-09-2025,KARNATAKA,Dakshina Kannada,70,4,0
12-09-2025,KARNATAKA,Davanagere,5,0,0
12-09-2025,KARNATAKA,Davangere,87,4,1
12-09-2025,KARNATAKA,Dharwad,84,4,0
12-09-2025,KARNATAKA,Gadag,194,13,0
12-09-2025,KARNATAKA,Gadag *,4,0,0
12-09-2025,KARNATAKA,Gulbarga,62,13,0
12-09-2025,KARNATAKA,Hasan,17,1,0
12-09-2025,KARNATAKA,Hassan,41,1,0
12-09-2025,KARNATAKA,Haveri,88,5,4
12-09-2025,KARNATAKA,Haveri *,1,0,0
12-09-2025,KARNATAKA,Kalaburagi,66,10,1
12-09-2025,KARNATAKA,Kodagu,8,1,0
12-09-2025,KARNATAKA,Kolar,62,5,0
12-09-2025,KARNATAKA,Koppal,59,8,0
12-09-2025,KARNATAKA,Mandya,29,1,0
12-09-2025,KARNATAKA,Mysore,31,1,0
12-09-2025,KARNATAKA,Mysuru,43,8,5
12-09-2025,KARNATAKA,Raichur,128,41,3
12-09-2025,KARNATAKA,Ramanagar,33,39,0
12-09-2025,KARNATAKA,Shimoga,34,1,0
12-09-2025,KARNATAKA,Shivamogga,32,5,0
12-09-2025,KARNATAKA,Tumakuru,49,4,3
12-09-2025,KARNATAKA,Tumkur,51,2,0
12-09-2025,KARNATAKA,Udupi,63,4,1
12-09-2025,KARNATAKA,Uttara Kannada,62,2,0
12-09-2025,KARNATAKA,Vijayanagara,44,4,1
12-09-2025,KARNATAKA,Vijayapura,117,15,0
12-09-2025,KARNATAKA,Yadgir,107,35,0
12-09-2025,KERALA,Alappuzha,41,11,0
12-09-2025,KERALA,Ernakulam,64,26,0
12-09-2025,KERALA,Idukki,25,1,0
12-09-2025,KERALA,Kannur,51,21,2
12-09-2025,KERALA,Kasaragod,40,14,0
12-09-2025,KERALA,Kasargod,6,1,0
12-09-2025,KERALA,Kollam,79,19,1
12-09-2025,KERALA,Kottayam,31,12,0
12-09-2025,KERALA,Kozhikode,65,25,1
12-09-2025,KERALA,Malappuram,131,51,1
12-09-2025,KERALA,Palakkad,62,17,1
12-09-2025,KERALA,Pathanamthitta,31,8,0
12-09-2025,KERALA,Thiruvananthapuram,74,22,0
12-09-2025,KERALA,Thrissur,71,28,1
12-09-2025,KERALA,Wayanad,19,6,0
12-09-2025,LADAKH,Kargil,10,2,0
12-09-2025,LADAKH,Leh,1,0,0
12-09-2025,LAKSHADWEEP,Lakshadweep,4,0,0
12-09-2025,MADHYA PRADESH,Agar Malwa,26,15,0
12-09-2025,MADHYA PRADESH,Alirajpur,30,50,0
12-09-2025,MADHYA PRADESH,Anuppur,33,9,0
12-09-2025,MADHYA PRADESH,Ashok Nagar,104,50,0
12-09-2025,MADHYA PRADESH,Balaghat,109,7,0
12-09-2025,MADHYA PRADESH,Barwani,127,56,5
12-09-2025,MADHYA PRADESH,Betul,92,17,0
12-09-2025,MADHYA PRADESH,Bhind,62,35,7
12-09-2025,MADHYA PRADESH,Bhopal,188,17,2
12-09-2025,MADHYA PRADESH,Burhanpur,46,21,1
12-09-2025,MADHYA PRADESH,Chhatarpur,136,79,1
12-09-2025,MADHYA PRADESH,Chhindwara,137,13,1
12-09-2025,MADHYA PRADESH,Damoh,142,21,0
12-09-2025,MADHYA PRADESH,Datia,125,52,0
12-09-2025,MADHYA PRADESH,Dewas,96,42,0
12-09-2025,MADHYA PRADESH,Dhar,104,65,0
12-09-2025,MADHYA PRADESH,Dindori,34,16,0
12-09-2025,MADHYA PRADESH,East Nimar,32,21,0
12-09-2025,MADHYA PRADESH,Guna,181,51,0
12-09-2025,MADHYA PRADESH,Gwalior,142,52,1
12-09-2025,MADHYA PRADESH,Harda,60,10,0
12-09-2025,MADHYA PRADESH,Harda *,11,4,0
12-09-2025,MADHYA PRADESH,Hoshangabad,229,22,0
12-09-2025,MADHYA PRADESH,Indore,175,43,2
12-09-2025,MADHYA PRADESH,Jabalpur,198,39,0
12-09-2025,MADHYA PRADESH,Jhabua,88,80,0
12-09-2025,MADHYA PRADESH,Katni,269,40,1
12-09-2025,MADHYA PRADESH,Khandwa,53,18,1
12-09-2025,MADHYA PRADESH,Khargone,96,30,7
12-09-2025,MADHYA PRADESH,Maihar,3,2,0
12-09-2025,MADHYA PRADESH,Mandla,45,8,0
12-09-2025,MADHYA PRADESH,Mandsaur,99,24,0
12-09-2025,MADHYA PRADESH,Mauganj,11,2,0
12-09-2025,MADHYA PRADESH,Morena,116,77,5
12-09-2025,MADHYA PRADESH,Narmadapuram,25,4,0
12-09-2025,MADHYA PRADESH,Narsimhapur,20,4,0
12-09-2025,MADHYA PRADESH,Narsinghpur,95,30,1
12-09-2025,MADHYA PRADESH,Neemuch,60,31,0
12-09-2025,MADHYA PRADESH,Niwari,1,1,0
12-09-2025,MADHYA PRADESH,Panna,164,46,1
12-09-2025,MADHYA PRADESH,Raisen,190,23,1
12-09-2025,MADHYA PRADESH,Rajgarh,189,51,0
12-09-2025,MADHYA PRADESH,Ratlam,113,44,0
12-09-2025,MADHYA PRADESH,Rewa,153,30,0
12-09-2025,MADHYA PRADESH,Sagar,154,34,0
12-09-2025,MADHYA PRADESH,Satna,211,34,0
12-09-2025,MADHYA PRADESH,Sehore,55,24,0
12-09-2025,MADHYA PRADESH,Seoni,128,7,0
12-09-2025,MADHYA PRADESH,Shahdol,92,22,2
12-09-2025,MADHYA PRADESH,Shajapur,125,32,2
12-09-2025,MADHYA PRADESH,Sheopur,48,45,3
12-09-2025,MADHYA PRADESH,Shivpuri,149,107,0
12-09-2025,MADHYA PRADESH,Sidhi,87,18,0
12-09-2025,MADHYA PRADESH,Singrauli,74,14,0
12-09-2025,MADHYA PRADESH,Tikamgarh,96,44,0
12-09-2025,MADHYA PRADESH,Ujjain,216,37,0
12-09-2025,MADHYA PRADESH,Umaria,60,9,1
12-09-2025,MADHYA PRADESH,Vidisha,138,43,0
12-09-2025,MADHYA PRADESH,West Nimar,16,5,0
12-09-2025,MAHARASHTRA,Ahmadnagar,119,83,2
12-09-2025,MAHARASHTRA,Ahmed Nagar,3,2,0
12-09-2025,MAHARASHTRA,Akola,87,10,0
12-09-2025,MAHARASHTRA,Amravati,86,35,3
12-09-2025,MAHARASHTRA,Aurangabad,191,90,0
12-09-2025,MAHARASHTRA,Beed,92,38,3
12-09-2025,MAHARASHTRA,Bhandara,44,3,1
12-09-2025,MAHARASHTRA,Bid,8,2,0
12-09-2025,MAHARASHTRA,Buldana,24,2,0
12-09-2025,MAHARASHTRA,Buldhana,99,27,1
12-09-2025,MAHARASHTRA,Chandrapur,57,8,4
12-09-2025,MAHARASHTRA,Chatrapati Sambhaji Nagar,1,5,0
12-09-2025,MAHARASHTRA,Chhatrapati Sambhajinagar,5,5,0
12-09-2025,MAHARASHTRA,Dharashiv,5,0,0
12-09-2025,MAHARASHTRA,Dhule,125,121,0
12-09-2025,MAHARASHTRA,Gadchiroli,33,15,1
12-09-2025,MAHARASHTRA,Gondia,0,1,0
12-09-2025,MAHARASHTRA,Gondiya,66,1,0
12-09-2025,MAHARASHTRA,Hingoli,65,30,2
12-09-2025,MAHARASHTRA,Jalgaon,195,83,2
12-09-2025,MAHARASHTRA,Jalna,88,36,0
12-09-2025,MAHARASHTRA,Kolhapur,124,23,0
12-09-2025,MAHARASHTRA,Latur,100,38,1
12-09-2025,MAHARASHTRA,Mumbai,174,77,1
12-09-2025,MAHARASHTRA,Mumbai City,45,7,1
12-09-2025,MAHARASHTRA,Mumbai Suburban,115,52,4
12-09-2025,MAHARASHTRA,Mumbai( Sub Urban ),7,0,0
12-09-2025,MAHARASHTRA,Nagpur,176,27,2
12-09-2025,MAHARASHTRA,Nanded,136,50,1
12-09-2025,MAHARASHTRA,Nandurbar,101,51,1
12-09-2025,MAHARASHTRA,Nandurbar *,2,1,0
12-09-2025,MAHARASHTRA,Nashik,306,121,2
12-09-2025,MAHARASHTRA,Osmanabad,83,9,0
12-09-2025,MAHARASHTRA,Palghar,119,45,6
12-09-2025,MAHARASHTRA,Parbhani,92,28,0
12-09-2025,MAHARASHTRA,Pune,363,120,3
12-09-2025,MAHARASHTRA,Raigad,30,8,1
12-09-2025,MAHARASHTRA,Raigarh,73,31,0
12-09-2025,MAHARASHTRA,Raigarh(MH),0,3,0
12-09-2025,MAHARASHTRA,Ratnagiri,36,7,1
12-09-2025,MAHARASHTRA,Sangli,94,52,1
12-09-2025,MAHARASHTRA,Satara,58,15,4
12-09-2025,MAHARASHTRA,Sindhudurg,26,0,0
12-09-2025,MAHARASHTRA,Solapur,119,58,0
12-09-2025,MAHARASHTRA,Thane,318,168,4
12-09-2025,MAHARASHTRA,Wardha,42,2,1
12-09-2025,MAHARASHTRA,Washim,26,1,1
12-09-2025,MAHARASHTRA,Washim *,1,0,0
12-09-2025,MAHARASHTRA,Yavatmal,95,21,4
12-09-2025,MANIPUR,Bishnupur,4,4,0
12-09-2025,MANIPUR,Chandel,2,4,0
12-09-2025,MANIPUR,Churachandpur,8,5,0
12-09-2025,MANIPUR,Imphal East,4,4,0
12-09-2025,MANIPUR,Imphal West,4,8,0
12-09-2025,MANIPUR,Jiribam,0,1,0
12-09-2025,MANIPUR,Kakching,0,1,0
12-09-2025,MANIPUR,Senapati,5,4,1
12-09-2025,MANIPUR,Tamenglong,4,10,0
12-09-2025,MANIPUR,Thoubal,6,5,0
12-09-2025,MANIPUR,Ukhrul,5,6,0
12-09-2025,MEGHALAYA,East Garo Hills,4,21,8
12-09-2025,MEGHALAYA,East Jaintia Hills,1,2,14
12-09-2025,MEGHALAYA,East Khasi Hills,21,65,48
12-09-2025,MEGHALAYA,Eastern West Khasi Hills,0,6,0
12-09-2025,MEGHALAYA,North Garo Hills,3,13,0
12-09-2025,MEGHALAYA,Ri Bhoi,15,25,19
12-09-2025,MEGHALAYA,South Garo Hills,4,22,9
12-09-2025,MEGHALAYA,South West Garo Hills,15,8,4
12-09-2025,MEGHALAYA,South West Khasi Hills,3,10,8
12-09-2025,MEGHALAYA,West Garo Hills,35,40,13
12-09-2025,MEGHALAYA,West Jaintia Hills,8,31,21
12-09-2025,MEGHALAYA,West Khasi Hills,8,19,13
12-09-2025,MIZORAM,Aizawl,9,4,4
12-09-2025,MIZORAM,Champhai,5,3,0
12-09-2025,MIZORAM,Kolasib,1,0,0
12-09-2025,MIZORAM,Lawngtlai,2,1,0
12-09-2025,MIZORAM,Lunglei,1,0,0
12-09-2025,MIZORAM,Mamit,0,1,0
12-09-2025,MIZORAM,Saiha,2,0,1
